Week,Employee_ID,AHT,Schedule_Adherence,ACW,RONA,Evaluation_Completed,Efficiency,Compliance,Logging,Professionalism,Exceptions,Knowledge,Guidance,QS_Adoption_Score,Performance_Level,Needs_Coaching
9/30/2024,EMP005,14.54,91.88,1.129,1,TRUE,90,100,90,95,85,100,90,92.86,Exceeds,No
10/7/2024,EMP005,14.96,94.02,1.452,1,TRUE,95,90,100,95,95,100,100,96.43,Exceeds,No
10/14/2024,EMP005,8.6,90.22,1.201,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/21/2024,EMP005,14.55,91.4,1.109,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/28/2024,EMP005,19.23,98.26,1.154,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/4/2024,EMP005,32.77,91.5,1.364,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/11/2024,EMP005,15.09,87.46,1.491,1,TRUE,100,85,85,100,100,100,100,95.71,Exceeds,No
11/18/2024,EMP005,7,88.04,1.145,0,TRUE,100,100,100,100,85,33,100,88.29,Meets,Yes
11/25/2024,EMP005,19.11,96.69,1.285,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/2/2024,EMP005,12.12,86.35,2.85,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/9/2024,EMP005,13.2,92.27,1.398,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/16/2024,EMP005,12.37,89.08,1.147,1,TRUE,100,100,95,100,90,95,95,96.43,Exceeds,No
12/23/2024,EMP005,7.54,96.68,0.128,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/1/2024,EMP006,18.23,95.63,1.179,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/8/2024,EMP006,16.22,95.16,1.321,0,TRUE,90,100,100,85,100,90,85,92.86,Exceeds,No
1/15/2024,EMP006,19.6,98.28,1.449,2,TRUE,95,95,100,100,85,100,95,95.71,Exceeds,No
1/22/2024,EMP006,23.47,96.66,1.304,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/29/2024,EMP006,15.37,90.2,0.039,1,TRUE,90,95,100,100,100,85,95,95,Exceeds,No
2/5/2024,EMP006,9.93,91.97,1.325,0,TRUE,100,85,95,100,100,90,95,95,Exceeds,No
2/12/2024,EMP006,18.44,89.15,1.419,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/19/2024,EMP006,17.56,98.19,1.153,1,TRUE,100,100,95,100,100,95,100,98.57,Exceeds,No
2/26/2024,EMP006,12.7,95.41,1.129,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/4/2024,EMP006,9.31,89.1,1.175,0,TRUE,100,85,90,100,100,90,95,94.29,Exceeds,No
3/11/2024,EMP006,14.13,94.58,1.398,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/18/2024,EMP006,15.77,96.37,0.3,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/25/2024,EMP006,16.48,90.01,1.316,2,TRUE,90,100,100,100,100,85,85,94.29,Exceeds,No
4/1/2024,EMP006,16.48,97.34,1.2,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/8/2024,EMP006,17.54,93.14,1.233,1,TRUE,85,95,100,100,100,33,100,87.57,Meets,Yes
4/15/2024,EMP006,29.93,95.85,1.486,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/22/2024,EMP006,21.03,91.64,1.196,2,TRUE,95,95,85,100,100,100,100,96.43,Exceeds,No
4/29/2024,EMP006,15.12,91.07,0.452,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/6/2024,EMP006,16.98,98.77,1.332,0,TRUE,100,100,100,100,90,100,100,98.57,Exceeds,No
5/13/2024,EMP006,13.66,98.13,1.149,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/20/2024,EMP006,13.82,86.22,1.287,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/27/2024,EMP006,12.12,86.75,1.479,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/3/2024,EMP006,14.77,95.24,1.267,0,TRUE,95,100,85,85,95,95,95,92.86,Exceeds,No
6/10/2024,EMP006,9.96,98.99,1.445,2,TRUE,95,90,90,95,85,95,95,92.14,Exceeds,No
6/17/2024,EMP006,13.57,95.13,1.203,2,TRUE,95,100,100,95,95,90,100,96.43,Exceeds,No
6/24/2024,EMP006,8.59,97.66,1.328,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/1/2024,EMP006,17.69,89.04,1.438,2,TRUE,95,95,100,50,95,100,100,90.71,Exceeds,No
7/8/2024,EMP006,11.12,94.66,1.468,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/15/2024,EMP006,19.1,98.71,1.294,2,TRUE,100,90,100,90,95,85,100,94.29,Exceeds,No
7/22/2024,EMP006,14.48,92.07,1.356,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/29/2024,EMP006,18.82,93.26,1.101,1,TRUE,95,100,100,95,33,100,95,88.29,Meets,Yes
8/5/2024,EMP006,11.35,99.36,1.201,2,TRUE,95,100,95,85,90,100,100,95,Exceeds,No
8/12/2024,EMP006,12.31,99.74,1.211,2,TRUE,100,100,85,90,100,100,100,96.43,Exceeds,No
8/19/2024,EMP006,13.9,94.15,0.056,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/26/2024,EMP006,8.04,87.29,1.212,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/2/2024,EMP006,9.54,93.33,1.228,1,TRUE,100,100,95,90,95,95,95,95.71,Exceeds,No
9/9/2024,EMP006,11.1,89.67,1.488,2,TRUE,90,95,95,95,95,100,85,93.57,Exceeds,No
9/16/2024,EMP006,16.77,87.82,1.367,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/23/2024,EMP006,12.18,90.06,1.27,2,TRUE,90,95,90,85,95,95,95,92.14,Exceeds,No
9/30/2024,EMP006,18.41,88.72,1.495,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/7/2024,EMP006,18.01,91.15,1.161,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/14/2024,EMP006,15.5,89.52,1.29,1,TRUE,100,100,85,33,95,85,100,85.43,Meets,Yes
10/21/2024,EMP006,12.91,94.15,1.359,0,TRUE,33,85,100,100,95,95,85,84.71,Meets,Yes
10/28/2024,EMP006,8.9,95.16,1.122,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/4/2024,EMP006,22.34,90.98,1.387,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/11/2024,EMP006,7.57,93.28,1.14,0,TRUE,90,100,95,100,100,85,33,86.14,Meets,Yes
11/18/2024,EMP006,8.88,97.54,1.156,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/25/2024,EMP006,19.92,85.25,1.164,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/2/2024,EMP006,9.67,98.44,1.472,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/9/2024,EMP006,16.34,96.62,1.373,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/16/2024,EMP006,28.08,86.31,1.362,1,TRUE,90,100,100,95,95,100,90,95.71,Exceeds,No
12/23/2024,EMP006,10,90.45,1.322,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/1/2024,EMP007,15.93,88.16,1.217,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/8/2024,EMP007,14.78,87.8,1.348,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/15/2024,EMP007,9.73,99.48,1.264,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/22/2024,EMP007,13.11,97.42,1.158,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/29/2024,EMP007,7.29,92.52,1.376,0,TRUE,100,100,95,85,90,100,95,95,Exceeds,No
2/5/2024,EMP007,16.71,91.65,5,2,TRUE,85,100,100,100,100,100,100,97.86,Exceeds,No
2/12/2024,EMP007,11.86,85.25,1.176,2,TRUE,100,95,100,95,90,90,100,95.71,Exceeds,No
2/19/2024,EMP007,14.36,85.02,1.427,2,TRUE,90,95,85,90,100,100,100,94.29,Exceeds,No
2/26/2024,EMP007,14.81,90.9,1.364,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/4/2024,EMP007,15.93,95.39,1.352,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/11/2024,EMP007,19.92,91.78,1.267,2,TRUE,90,90,100,90,100,100,100,95.71,Exceeds,No
3/18/2024,EMP007,12.99,91.42,1.259,1,TRUE,100,95,95,100,100,85,95,95.71,Exceeds,No
3/25/2024,EMP007,14.38,91.27,1.376,1,TRUE,100,100,85,100,100,100,100,97.86,Exceeds,No
4/1/2024,EMP007,12.19,90.08,1.396,0,TRUE,85,100,95,100,100,100,95,96.43,Exceeds,No
4/8/2024,EMP007,16.47,88.46,1.304,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/15/2024,EMP007,9.18,96.8,1.488,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/22/2024,EMP007,15.34,97.53,1.482,1,TRUE,100,100,85,95,100,90,100,95.71,Exceeds,No
4/29/2024,EMP007,23.69,87.94,1.265,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/6/2024,EMP007,16.59,92.56,1.428,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/13/2024,EMP007,15.85,97.64,1.317,0,TRUE,100,100,100,85,100,100,95,97.14,Exceeds,No
5/20/2024,EMP007,12.54,86.85,1.305,2,TRUE,100,100,85,100,70,100,95,92.86,Exceeds,No
5/27/2024,EMP007,14.65,98.85,1.122,1,TRUE,90,100,95,100,85,85,95,92.86,Exceeds,No
6/3/2024,EMP007,8.31,96.45,1.33,0,TRUE,100,100,95,100,95,85,100,96.43,Exceeds,No
6/10/2024,EMP007,19.84,88.76,1.46,0,TRUE,100,90,100,50,90,100,90,88.57,Meets,Yes
6/17/2024,EMP007,9.55,94.11,1.412,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/24/2024,EMP007,17.61,93.69,6,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/1/2024,EMP007,19,98.35,1.164,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/8/2024,EMP007,17.62,99.2,1.243,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/15/2024,EMP007,19.13,92.02,1.193,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/22/2024,EMP007,7.16,85.12,1.226,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/29/2024,EMP007,15.1,87.41,1.332,1,TRUE,100,90,85,33,95,100,100,86.14,Meets,Yes
8/5/2024,EMP007,17.72,85.44,0.189,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/12/2024,EMP007,16.25,89.16,1.324,2,TRUE,100,90,100,100,70,85,95,91.43,Exceeds,No
8/19/2024,EMP007,12.58,93.16,1.275,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/26/2024,EMP007,8.02,90.88,1.215,0,TRUE,90,95,100,100,100,95,90,95.71,Exceeds,No
9/2/2024,EMP007,13.86,90.46,1.138,2,TRUE,85,95,85,100,50,100,90,86.43,Meets,Yes
9/9/2024,EMP007,13.35,93.83,1.457,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/16/2024,EMP007,8.03,88.74,1.105,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/23/2024,EMP007,8.54,88.76,1.101,2,TRUE,95,90,85,95,90,33,95,83.29,Meets,Yes
9/30/2024,EMP007,18.69,86.91,1.431,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/7/2024,EMP007,9.23,90.07,1.499,1,TRUE,95,95,100,95,95,100,100,97.14,Exceeds,No
10/14/2024,EMP007,18.52,90.5,1.391,1,TRUE,90,95,85,95,100,100,90,93.57,Exceeds,No
10/21/2024,EMP007,18.95,88.02,1.106,1,TRUE,90,100,95,100,95,100,100,97.14,Exceeds,No
10/28/2024,EMP007,14.75,87.06,1.191,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/4/2024,EMP007,14.11,89.51,1.489,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/11/2024,EMP007,11.52,96.76,1.423,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/18/2024,EMP007,19.37,95.73,1.327,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/25/2024,EMP007,11.59,92.55,1.195,0,TRUE,100,85,100,90,90,95,70,90,Meets,Yes
12/2/2024,EMP007,9.22,87.38,1.106,1,TRUE,100,85,90,100,100,70,85,90,Meets,Yes
12/9/2024,EMP007,14.4,91.17,1.108,0,TRUE,95,100,95,100,100,90,100,97.14,Exceeds,No
12/16/2024,EMP007,19.54,87.44,2.2,2,TRUE,95,100,95,100,100,100,100,98.57,Exceeds,No
12/23/2024,EMP007,14.78,93.17,1.109,2,TRUE,100,95,85,95,95,100,100,95.71,Exceeds,No
1/1/2024,EMP008,18.35,96.12,1.497,0,TRUE,90,95,100,85,100,90,100,94.29,Exceeds,No
1/8/2024,EMP008,13.54,99.86,0.1,1,TRUE,85,95,100,95,95,85,85,91.43,Exceeds,No
1/15/2024,EMP008,13.69,91.79,1.384,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/22/2024,EMP008,16.36,95.02,1.162,2,TRUE,95,100,95,95,100,100,100,97.86,Exceeds,No
1/29/2024,EMP008,19.98,90.98,1.316,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/5/2024,EMP008,15.66,87.67,1.132,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/12/2024,EMP008,9.81,88.77,1.407,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/19/2024,EMP008,18.08,93.44,1.334,2,TRUE,100,90,90,100,95,100,85,94.29,Exceeds,No
2/26/2024,EMP008,18.16,93.48,1.134,0,TRUE,100,85,90,95,100,100,90,94.29,Exceeds,No
3/4/2024,EMP008,14.92,86.01,1.439,1,TRUE,95,100,90,100,100,95,100,97.14,Exceeds,No
3/11/2024,EMP008,14.48,97.73,1.319,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/18/2024,EMP008,7.58,87.89,1.469,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/25/2024,EMP008,19.68,97.48,1.467,1,TRUE,95,85,90,95,100,90,100,93.57,Exceeds,No
4/1/2024,EMP008,19.63,86.5,1.468,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/8/2024,EMP008,17.72,94.82,1.131,0,TRUE,100,100,95,95,95,100,95,97.14,Exceeds,No
4/15/2024,EMP008,13.67,94.68,1.148,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/22/2024,EMP008,13.21,97.11,1.495,1,TRUE,85,90,100,90,100,100,95,94.29,Exceeds,No
4/29/2024,EMP008,19.9,98.03,1.295,0,TRUE,90,90,100,100,100,85,100,95,Exceeds,No
5/6/2024,EMP008,11.6,85.3,1.195,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/13/2024,EMP008,18.59,95.75,1.408,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/20/2024,EMP008,14.2,91.68,1.206,0,TRUE,95,95,95,100,100,95,95,96.43,Exceeds,No
5/27/2024,EMP008,14.77,98.05,1.391,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/3/2024,EMP008,18.49,98.35,1.435,2,TRUE,100,100,100,50,100,90,100,91.43,Exceeds,No
6/10/2024,EMP008,11.82,87.26,1.414,2,TRUE,95,100,90,100,95,95,95,95.71,Exceeds,No
6/17/2024,EMP008,8.06,87.9,1.21,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/24/2024,EMP008,19.57,95.44,1.261,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/1/2024,EMP008,9.1,90.63,1.265,2,TRUE,90,100,100,95,100,85,85,93.57,Exceeds,No
7/8/2024,EMP008,9.26,95.23,1.297,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/15/2024,EMP008,17.82,89.17,1.167,0,TRUE,100,95,100,90,95,90,95,95,Exceeds,No
7/22/2024,EMP008,11.55,92.11,1.281,1,TRUE,100,85,100,95,95,90,90,93.57,Exceeds,No
7/29/2024,EMP008,7.61,91.71,1.304,1,TRUE,95,100,90,85,90,95,85,91.43,Exceeds,No
8/5/2024,EMP008,15.42,90.48,1.313,1,TRUE,100,85,90,100,100,85,95,93.57,Exceeds,No
8/12/2024,EMP008,14.31,92.33,1.428,0,TRUE,100,95,90,85,100,100,90,94.29,Exceeds,No
8/19/2024,EMP008,14.7,88.39,1.307,2,TRUE,100,95,100,100,100,100,95,98.57,Exceeds,No
8/26/2024,EMP008,18.03,92.12,1.192,2,TRUE,100,100,95,100,85,95,90,95,Exceeds,No
9/2/2024,EMP008,7.04,86.04,1.365,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/9/2024,EMP008,16.94,88.92,0.401,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/16/2024,EMP008,7,97.96,1.228,2,TRUE,95,95,85,100,95,90,90,92.86,Exceeds,No
9/23/2024,EMP008,11.57,87.64,1.358,2,TRUE,100,95,95,90,95,90,95,94.29,Exceeds,No
9/30/2024,EMP008,14.67,91.62,1.159,1,TRUE,100,100,100,100,100,90,100,98.57,Exceeds,No
10/7/2024,EMP008,18.57,94.63,1.237,0,TRUE,95,90,95,100,95,95,90,94.29,Exceeds,No
10/14/2024,EMP008,7.43,92.47,1.464,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/21/2024,EMP008,15.99,94.93,1.465,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/28/2024,EMP008,17.11,99.01,1.33,0,TRUE,100,95,100,100,90,100,100,97.86,Exceeds,No
11/4/2024,EMP008,13.07,86.8,1.381,0,TRUE,85,90,90,90,100,85,100,91.43,Exceeds,No
11/11/2024,EMP008,8.54,85.53,1.442,1,TRUE,90,90,95,100,100,90,85,92.86,Exceeds,No
11/18/2024,EMP008,9.73,86.16,1.483,1,TRUE,100,95,90,100,95,100,90,95.71,Exceeds,No
11/25/2024,EMP008,27.68,90.6,1.296,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/2/2024,EMP008,12.42,91.45,1.325,2,TRUE,95,100,100,90,95,95,100,96.43,Exceeds,No
12/9/2024,EMP008,16.65,99.52,1.266,1,TRUE,95,95,85,100,100,100,100,96.43,Exceeds,No
12/16/2024,EMP008,16.33,96.01,1.129,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/23/2024,EMP008,11.24,92.13,1.269,2,TRUE,100,95,100,100,95,90,85,95,Exceeds,No
1/1/2024,EMP009,11.82,98.04,1.416,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/8/2024,EMP009,22.35,99.97,1.422,0,TRUE,100,95,90,33,90,100,100,86.86,Meets,Yes
1/15/2024,EMP009,12.23,99.27,1.457,0,TRUE,85,100,100,85,95,95,100,94.29,Exceeds,No
1/22/2024,EMP009,13.34,89.34,1.121,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/29/2024,EMP009,15.09,86.77,1.311,0,TRUE,85,95,100,100,100,100,85,95,Exceeds,No
2/5/2024,EMP009,14.35,92.71,1.143,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/12/2024,EMP009,19.02,88.21,1.18,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/19/2024,EMP009,16.51,86.1,1.46,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/26/2024,EMP009,33.14,88.73,1.299,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/4/2024,EMP009,15.74,98.69,1.403,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/11/2024,EMP009,11.81,94.55,1.126,0,TRUE,95,100,85,90,90,95,100,93.57,Exceeds,No
3/18/2024,EMP009,15.17,87.88,1.267,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/25/2024,EMP009,18.4,96.93,1.37,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/1/2024,EMP009,12.75,86.33,1.153,2,TRUE,100,100,100,95,33,90,100,88.29,Meets,Yes
4/8/2024,EMP009,11.82,98.18,1.23,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/15/2024,EMP009,13.96,88.14,1.126,2,TRUE,95,100,90,95,100,95,85,94.29,Exceeds,No
4/22/2024,EMP009,25.83,88.96,1.361,1,TRUE,85,100,90,70,95,95,100,90.71,Exceeds,No
4/29/2024,EMP009,7.92,97.45,1.488,2,TRUE,95,100,100,100,100,100,100,99.29,Exceeds,No
5/6/2024,EMP009,12.22,91.96,1.431,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/13/2024,EMP009,13.26,90.64,1.49,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/20/2024,EMP009,17.14,85.26,0.424,2,TRUE,100,90,100,100,100,95,95,97.14,Exceeds,No
5/27/2024,EMP009,8.16,92.1,1.442,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/3/2024,EMP009,16.69,88.91,1.331,0,TRUE,100,85,95,95,100,90,100,95,Exceeds,No
6/10/2024,EMP009,15.83,85.5,1.307,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/17/2024,EMP009,8.65,96.37,1.263,2,TRUE,100,85,100,95,85,85,90,91.43,Exceeds,No
6/24/2024,EMP009,13.24,96.74,1.427,0,TRUE,100,100,95,100,100,90,100,97.86,Exceeds,No
7/1/2024,EMP009,15.69,94.63,1.173,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/8/2024,EMP009,7.07,93.61,1.122,1,TRUE,100,85,85,100,95,95,90,92.86,Exceeds,No
7/15/2024,EMP009,14.89,89.47,1.479,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/22/2024,EMP009,16.15,88.51,1.102,0,TRUE,95,85,100,95,100,85,100,94.29,Exceeds,No
7/29/2024,EMP009,12.64,96.28,1.491,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/5/2024,EMP009,7.77,91.11,1.392,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/12/2024,EMP009,12.98,99.46,1.231,1,TRUE,100,85,100,100,100,95,100,97.14,Exceeds,No
8/19/2024,EMP009,11.64,93.05,1.379,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/26/2024,EMP009,8.04,98.36,1.427,0,TRUE,95,95,100,100,100,90,95,96.43,Exceeds,No
9/2/2024,EMP009,19.81,95.46,1.198,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/9/2024,EMP009,14.18,96.78,1.408,1,TRUE,90,100,100,95,95,100,100,97.14,Exceeds,No
9/16/2024,EMP009,15.14,94.38,1.422,2,TRUE,100,95,90,100,90,100,33,86.86,Meets,Yes
9/23/2024,EMP009,16.88,94.49,1.2,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/30/2024,EMP009,8.95,90.23,1.117,1,TRUE,90,95,95,100,95,100,100,96.43,Exceeds,No
10/7/2024,EMP009,19.55,90.04,1.182,0,TRUE,95,100,100,90,95,95,85,94.29,Exceeds,No
10/14/2024,EMP009,18.72,93.06,1.18,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/21/2024,EMP009,18.15,96.08,1.126,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/28/2024,EMP009,19.56,91.11,1.39,2,TRUE,85,95,90,85,95,100,100,92.86,Exceeds,No
11/4/2024,EMP009,13.08,90.55,1.252,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/11/2024,EMP009,8.85,99.72,1.454,0,TRUE,90,95,95,100,85,100,95,94.29,Exceeds,No
11/18/2024,EMP009,18.98,90.13,1.201,1,TRUE,95,100,85,95,100,95,85,93.57,Exceeds,No
11/25/2024,EMP009,16.62,94.58,1.281,0,TRUE,90,95,90,95,95,90,100,93.57,Exceeds,No
12/2/2024,EMP009,9.93,96.48,1.356,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/9/2024,EMP009,11.9,90.33,1.451,0,TRUE,100,100,100,100,95,100,100,99.29,Exceeds,No
12/16/2024,EMP009,14.95,85.47,1.31,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/23/2024,EMP009,19.8,99.83,0.193,1,TRUE,100,95,95,90,90,95,90,93.57,Exceeds,No
1/1/2024,EMP010,14.42,91.76,1.447,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/8/2024,EMP010,17.66,87.07,1.224,1,TRUE,95,95,100,95,90,95,95,95,Exceeds,No
1/15/2024,EMP010,11.27,94.38,1.132,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/22/2024,EMP010,17.25,92.17,1.278,0,TRUE,95,95,95,95,95,90,95,94.29,Exceeds,No
1/29/2024,EMP010,19.41,99.8,1.414,0,TRUE,100,100,90,100,90,90,95,95,Exceeds,No
2/5/2024,EMP010,8.15,95.89,1.112,2,TRUE,85,95,90,90,85,95,100,91.43,Exceeds,No
2/12/2024,EMP010,7.06,87.21,1.334,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/19/2024,EMP010,11.25,89.2,1.338,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/26/2024,EMP010,19.03,90.96,1.471,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/4/2024,EMP010,17.5,88.27,0.15,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/11/2024,EMP010,7.32,98.84,1.212,0,TRUE,85,95,95,100,100,100,100,96.43,Exceeds,No
3/18/2024,EMP010,11.49,98.54,1.276,1,TRUE,100,90,90,100,100,100,100,97.14,Exceeds,No
3/25/2024,EMP010,18.24,85.49,1.243,2,TRUE,85,100,85,100,100,90,100,94.29,Exceeds,No
4/1/2024,EMP010,18.29,92.83,1.395,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/8/2024,EMP010,12.08,93.29,1.357,0,TRUE,85,95,90,95,90,95,100,92.86,Exceeds,No
4/15/2024,EMP010,13.71,90.98,1.404,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/22/2024,EMP010,18.02,88.25,1.428,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/29/2024,EMP010,8.58,96.92,1.469,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/6/2024,EMP010,19.61,91.55,1.272,2,TRUE,100,95,100,100,85,90,100,95.71,Exceeds,No
5/13/2024,EMP010,15.33,92.98,1.494,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/20/2024,EMP010,17.09,85.75,1.186,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/27/2024,EMP010,27.65,86.55,1.386,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/3/2024,EMP010,19.49,91.01,1.314,2,TRUE,85,95,90,95,90,90,90,90.71,Exceeds,No
6/10/2024,EMP010,14.59,96.87,1.427,1,TRUE,90,100,95,95,95,90,85,92.86,Exceeds,No
6/17/2024,EMP010,13.07,86.38,1.291,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/24/2024,EMP010,7.98,86.15,1.414,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/1/2024,EMP010,18.67,91.91,1.472,2,TRUE,100,95,95,100,90,100,85,95,Exceeds,No
